Source,Subtopic1,Subtopic2,WordType,Swedish,SwedishExample,en_Word,en_Example,es_Word,es_Example,fa_Word,fa_Example,el_Word,el_Example,uk_Word,uk_Example,ru_Word,ru_Example,hi_Word,hi_Example,bn_Word,bn_Example,sq_Word,sq_Example,tr_Word,tr_Example,ms_Word,ms_Example,fil_Word,fil_Example,Present,PresentTranslation,PresentExample,PresentExampleTranslation,Preteritum,PreteritumTranslation,PreteritumExample,PreteritumExampleTranslation,Supinium,SupiniumTranslation,SupiniumExample,SupiniumExampleTranslation,ID,SwedishNote,PresentNote,PreteritumNote,SupiniumNote
Kelly List,Set 01,0001 to 0050,Prep,På,Boken ligger på bordet.,"on, atop, upon",The book is on the table.,"en, sobre, encima de",El libro está sobre la mesa.,"روی, بر, برفراز",کتاب روی میز است.,"σε, πάνω, επάνω",Το βιβλίο είναι πάνω στο τραπέζι.,"на, по, об",Книга лежить на столі.,"на, в, по",Книга лежит на столе.,"पर, ऊपर, के ऊपर",किताब मेज पर है।,"উপরে, ওপর, পন",বইটি টেবিলের উপরে আছে।,"në, mbi, përmbi",Libri është mbi tavolinë.,"üzerinde, üstünde, -de",Kitap masanın üzerinde.,"di, atas, pada",Buku itu ada di atas meja.,"sa, nasa, ibabaw",Ang libro ay nasa ibabaw ng mesa.,,,,,,,,,,,,,1435426,"GROUP: N/A # FORM: Preposition # FREQ: 10 # NUANCE: A versatile preposition primarily indicating location on a surface or involvement in an activity. It is also frequently used in time expressions and as a verb particle to change meaning. # PART: N/A # COLL: Titta på, vänta på, på måndag, på stan # REG: Neutral # REFL: N/A # ERR: Learners often confuse it with 'i' (in) or 'vid' (at) especially in geographical or temporal contexts. For example saying 'i måndags' when 'på' is required for future or recurring time.",,,
Kelly List,Set 01,0001 to 0050,Prep,Å,Båten lade till vid en liten å.,"river, stream, creek",The boat docked at a small stream.,"río, arroyo, riachuelo",El bote atracó en un pequeño río.,"رودخانه, جویبار, نهر",قایق در کنار یک نهر کوچک پهلو گرفت.,"ποτάμι, ρυάκι, ποταμός",Η βάρκα άραξε σε ένα μικρό ποτάμι.,"річка, потік, струмок",Човен причалив біля невеликої річки.,"река, ручей, речка",Лодка причалила у небольшой речки.,"नदी, नाला, सरिता",नाव एक छोटी सी नदी के किनारे रुकी।,"নদী, ছোট নদী, খাল",নৌকাটি একটি ছোট নদীর তীরে ভিড়েছে।,"lum, përrua, rrjedhë",Anija u ankorua në një lumë të vogël.,"nehir, çay, dere",Tekne küçük bir derenin kenarına yanaştı.,"sungai, anak sungai, jeram",Bot itu berlabuh di sebuah sungai kecil.,"ilog, sapa, batis",Dumaong ang bangka sa isang maliit na ilog.,,,,,,,,,,,,,1420786,"GROUP: N/A # FORM: 4 # FREQ: 3 # NUANCE: Refers to a small natural watercourse smaller than a river (älv/flod) but larger than a brook (bäck) # PART: N/A # COLL: En porlande å, vid åns kant, ån ringlar # REG: Neutral to descriptive # REFL: N/A # ERR: Learners often confuse it with the preposition å (on/at) or the letter Å itself and may struggle with the irregular definite plural form åarna or the singular definite ån.",,,
Kelly List,Set 01,0001 to 0050,Prep,Å,Båten lade till vid en liten å.,"river, stream, creek",The boat docked at a small stream.,"río, arroyo, riachuelo",El bote atracó en un pequeño río.,"رودخانه, جویبار, نهر",قایق در کنار یک نهر کوچک پهلو گرفت.,"ποτάμι, ρυάκι, ποταμός",Η βάρκα άραξε σε ένα μικρό ποτάμι.,"річка, потік, струмок",Човен причалив біля невеликої річки.,"река, ручей, речка",Лодка причалила у небольшой речки.,"नदी, नाला, सरिता",नाव एक छोटी सी नदी के किनारे रुकी।,"নদী, ছোট নদী, খাল",নৌকাটি একটি ছোট নদীর তীরে ভিড়েছে।,"lum, përrua, rrjedhë",Anija u ankorua në një lumë të vogël.,"nehir, çay, dere",Tekne küçük bir derenin kenarına yanaştı.,"sungai, anak sungai, jeram",Bot itu berlabuh di sebuah sungai kecil.,"ilog, sapa, batis",Dumaong ang bangka sa isang maliit na ilog.,,,,,,,,,,,,,1420786,"GROUP: N/A # FORM: 4 # FREQ: 4 # NUANCE: Refers specifically to a small natural watercourse or stream often smaller than a river (flod/älv) but larger than a brook (bäck) # PART: N/A # COLL: En porlande å, ån rinner, längs ån # REG: General and descriptive # REFL: N/A # ERR: Learners often confuse it with 'älv' which is a larger northern river or 'flod' which is a general term for large rivers internationally.",,,
Kelly List,Set 01,0001 to 0050,Prep,Å,Båten lade till vid en liten å.,"river, stream, creek",The boat docked at a small stream.,"río, arroyo, riachuelo",El bote atracó en un pequeño río.,"رودخانه, جویبار, نهر",قایق در کنار یک نهر کوچک پهلو گرفت.,"ποτάμι, ρυάκι, ποταμός",Η βάρκα άραξε σε ένα μικρό ποτάμι.,"річка, потік, струмок",Човен причалив біля невеликої річки.,"река, ручей, речка",Лодка причалила у небольшой речки.,"नदी, नाला, सरिता",नाव एक छोटी सी नदी के किनारे रुकी।,"নদী, ছোট নদী, খাল",নৌকাটি একটি ছোট নদীর তীরে ভিড়েছে।,"lum, përrua, rrjedhë",Anija u ankorua në një lumë të vogël.,"nehir, çay, dere",Tekne küçük bir derenin kenarına yanaştı.,"sungai, anak sungai, jeram",Bot itu berlabuh di sebuah sungai kecil.,"ilog, sapa, batis",Dumaong ang bangka sa isang maliit na ilog.,,,,,,,,,,,,,1420786,"GROUP: N/A # FORM: 4 # FREQ: 5 # NUANCE: Refers specifically to a small natural watercourse or stream smaller than a river (flod/älv). In Sweden it is a very common part of geographical names. # PART: N/A # COLL: En liten å, längs ån, Fyrisån # REG: General # REFL: N/A # ERR: Students often confuse 'å' with 'älv' or 'flod'. 'Å' is smaller than an 'älv'. Some may also confuse the noun 'å' with the preposition 'å' which is archaic or used in specific idioms.",,,
Kelly List,Set 01,0001 to 0050,Prep,Av,Boken är skriven av henne.,"by, of, from",The book was written by her.,"de, por, desde",El libro fue escrito por ella.,"توسط, از, بوسیله",کتاب توسط او نوشته شده است.,"από, του, εκ",Το βιβλίο γράφτηκε από αυτήν.,"від, з, за",Книга була написана нею.,"от, из, у",Книга была написана ею.,"द्वारा, से, का",पुस्तक उसके द्वारा लिखी गई थी।,"দ্বারা, হতে, থেকে",বইটি তার দ্বারা লেখা হয়েছে।,"nga, prej, prejse",Libri u shkrua prej saj.,"tarafından, -den, -dan",Kitap onun tarafından yazıldı.,"oleh, daripada, dari",Buku itu ditulis olehnya.,"ng, mula sa, galing sa",Ang libro ay isinulat niya.,,,,,,,,,,,,,1315607,"GROUP: N/A # FORM: 1 # FREQ: 10 # NUANCE: A versatile preposition primarily used to indicate the agent in passive constructions origin or belonging. It can also signify a part of a whole or the material something is made of. # PART: Stänga av (turn off), Åka av (go off), Koppla av (relax) # COLL: Skriven av, En del av, Gjord av, Medlem av # REG: Neutral and used in all spoken and written registers # REFL: N/A # ERR: Learners often confuse 'av' with 'från' (from) or 'utav'. In passive sentences students might incorrectly use 'med' (with) instead of 'av' to indicate the actor.",,,
Kelly List,Set 01,0001 to 0050,Prep,För,Blommorna är till för dig.,"for, to, because",The flowers are for you.,"para, por, a",Las flores son para ti.,"برای, بابت, جهت",گل‌ها برای تو هستند.,"για, προς, χάριν",Τα λουλούδια είναι για εσένα.,"для, задля, ради",Квіти для тебе.,"для, ради, за",Цветы для тебя.,"के लिए, हेतु, खातिर",फूल तुम्हारे लिए हैं।,"জন্য, কারণে, তরে",ফুলগুলো তোমার জন্য।,"për, për shkak të, lidhur me",Lulet janë për ty.,"için, adına, uğruna",Çiçekler senin için.,"untuk, bagi, demi",Bunga-bunga itu adalah untuk anda.,"para, dahil sa, ukol sa",Ang mga bulaklak ay para sa iyo.,,,,,,,,,,,,,1300637,"GROUP: N/A # FORM: Preposition # FREQ: 10 # NUANCE: Indicates purpose, benefit, or destination. It is often used to show who something is intended for or why something is being done. # PART: till för (intended for), för att (in order to) # COLL: Till för, bra för, tack för, intresse för # REG: Neutral # REFL: N/A # ERR: Learners often confuse 'för' with 'till' when expressing 'for' in English. Remember that 'till för' is a fixed construction for 'meant for'.",,,
Kelly List,Set 01,0001 to 0050,Prep,För,Detta är en present till dig.,"for, to, because of",This is a gift for you.,"para, por, debido a",Este es un regalo para ti.,"برای, بابت, به منظور",این یک هدیه برای تو است.,"για, προς, επειδή",Αυτό είναι ένα δώρο για σένα.,"для, задля, заради",Це подарунок для тебе.,"для, ради, за",Это подарок для тебя.,"लिए, के लिए, वास्ते",यह तुम्हारे लिए एक उपहार है।,"জন্য, জন্য, কারণে",এটি তোমার জন্য একটি উপহার।,"për, te, ndaj",Kjo është një dhuratë për ty.,"için, dolayı, nedeniyle",Bu senin için bir hediye.,"untuk, bagi, demi",Ini adalah hadiah untuk anda.,"para, dahil sa, ukol sa",Ito ay isang regalo para sa iyo.,,,,,,,,,,,,,1300637,"GROUP: N/A # FORM: 1 # FREQ: 10 # NUANCE: Primarily functions as a preposition indicating purpose or recipient but can also act as a conjunction meaning because or an adverb meaning too. In the context of the example it denotes a recipient. # PART: N/A # COLL: För att, present till/för, för mycket, för sent # REG: Universal register used in all contexts from casual to highly formal # REFL: N/A # ERR: Learners often confuse för with till when expressing for especially in gift-giving contexts where till is more common in Swedish. They also struggle with the difference between the preposition för and the conjunction för att.",,,
Kelly List,Set 01,0001 to 0050,Subj,Att,Det är viktigt att vi hjälper varandra.,"that, to, in order to",It is important that we help each other.,"que, para, a",Es importante que nos ayudemos unos a otros.,"که, تا, برای",مهم است که به یکدیگر کمک کنیم.,"ότι, πως, να",Είναι σημαντικό να βοηθάμε ο ένας τον άλλον.,"що, щоб, аби","Важливо, щоб ми допомагали один одному.","что, чтобы, дабы","Важно, чтобы мы помогали друг другу.","कि, ताकि, के लिए",यह महत्वपूर्ण है कि हम एक-दूसरे की मदद करें।,"যে, যাতে, জন্য",এটা গুরুত্বপূর্ণ যে আমরা একে অপরকে সাহায্য করি।,"që, se, për të",Është e rëndësishme që të ndihmojmë njëri-tjetrin.,"ki, diye, amacıyla",Birbirimize yardım etmemiz önemlidir.,"bahawa, untuk, supaya",Adalah penting untuk kita saling membantu.,"na, upang, para",Mahalaga na tulungan natin ang isa't isa.,,,,,,,,,,,,,1284991,"GROUP: N/A # FORM: 1 # FREQ: 10 # NUANCE: Functions primarily as an infinitive marker or a subordinating conjunction to introduce clauses. It is essential for linking verbs to their actions or connecting main clauses to subclauses. # PART: N/A # COLL: Viktigt att, tror att, för att, genom att # REG: Universal across all registers from casual speech to formal writing # REFL: N/A # ERR: Learners often confuse its use as an infinitive marker with its use as a conjunction or omit it entirely in complex sentences where it is required for grammatical flow.",,,
Kelly List,Set 01,0001 to 0050,Verb,Att Kunna,Jag vill kunna tala svenska flytande.,"can, be able to, know how to",I want to be able to speak Swedish fluently.,"poder, saber, ser capaz de",Quiero poder hablar sueco con fluidez.,"توانستن, قادر بودن, دانستن",من می‌خواهم بتوانم سوئدی را روان صحبت کنم.,"μπορώ, γνωρίζω, είμαι σε θέση",Θέλω να μπορώ να μιλάω σουηδικά με ευχέρεια.,"могти, вміти, бути в змозі",Я хочу вміти вільно розмовлять шведською.,"мочь, уметь, быть в состоянии",Я хочу мочь свободно говорить по-шведски.,"सकना, समर्थ होना, जानना",मैं धाराप्रवाह स्वीडिश बोलने में सक्षम होना चाहता हूँ।,"পারা, সক্ষম হওয়া, সমর্থ হওয়া",আমি সাবলীলভাবে সুইডিশ বলতে পারতে চাই।,"mund, jam në gjendje, di",Unë dua të jem në gjendje të flas suedisht rrjedhshëm.,"bilmek, yapabilmek, gücü yetmek",Akıcı bir şekilde İsveççe konuşabilmek istiyorum.,"boleh, dapat, mampu",Saya mahu boleh bercakap bahasa Sweden dengan lancar.,"maaari, kaya, marunong",Gusto kong kayang magsalita ng Swedish nang matatas.,kan,can,Jag kan simma.,I can swim.,kunde,could,Han kunde inte komma igår.,He could not come yesterday.,kunnat,been able to,Jag har inte kunnat sova.,I have not been able to sleep.,1267606,"GROUP: 4 # FORM: Infinitiv # FREQ: 10 # NUANCE: Refers to possessing the ability or knowledge to do something as well as being allowed to or having the possibility. It is a modal auxiliary verb that usually precedes another verb in infinitiv. # PART: Kunna utan och innan (know inside out) # COLL: Kunna simma, kunna svenska, inte kunna låta bli # REG: General across all levels # REFL: Nej # ERR: Students often add 'att' before the following verb which is incorrect for modal verbs. "," GROUP: 4 # FORM: Presens # FREQ: 10 # NUANCE: Expresses current ability or possibility. It is an irregular form 'kan' instead of following standard group patterns. # PART: Kan hända (may happen) # COLL: Jag kan, vi kan # REG: Allmän # REFL: Nej # ERR: Misspelling as 'kann' or using the infinitive 'kunna' in place of 'kan'. "," GROUP: 4 # FORM: Preteritum # FREQ: 9 # NUANCE: Expresses a past ability or a hypothetical possibility in conditional sentences. # PART: N/A # COLL: Kunde inte, om jag kunde # REG: Allmän # REFL: Nej # ERR: Confusing 'kunde' with 'skulle' or forgetting the irregular past tense form. ", GROUP: 4 # FORM: Supinium # FREQ: 8 # NUANCE: Used with the auxiliary verb 'har' or 'hade' to express completed ability or possibility. # PART: N/A # COLL: Har kunnat # REG: Allmän # REFL: Nej # ERR: Using the preteritum 'kunde' instead of supinium 'kunat' or misspelling it with two 'n'.
Kelly List,Set 01,0001 to 0050,Aux verb,Skola,Vi ska gå på bio i kväll.,"shall, will, must",We are going to the cinema tonight.,"deber, haber de, tener que",Vamos a ir al cine esta noche.,"باید, بایست, قراره",ما امشب قرار است به سینما برویم.,"πρέπει, πρόκειται, θα",Θα πάμε σινεμά απόψε.,"мати, мусити, бути повинним",Ми підемо в кіνο сьогодні ввечері.,"должен, будет, собираться",Мы пойдем в кино сегодня вечером.,"चाहिए, होगा, करने वाला",हम आज रात सिनेमा जाने वाले हैं।,"উচিত, হবে, করতে যাচ্ছে",আমরা আজ রাতে সিনেমা দেখতে যাব।,"duhet, do të, do",Ne do të shkojmë në kinema sonte.,"-ecek, -acak, meli",Bu akşam sinemaya gideceğiz.,"akan, hendak, mesti",Kami akan pergi ke pawagam malam ini.,"dapat, dapat, kailangan",Pupunta kami sa sinehan mamaya.,Ska,shall/will,Jag ska studera nu.,I am going to study now.,Skulle,should/would,Jag skulle vilja ha kaffe.,I would like to have coffee.,Skolat,been obliged/intended,Han har skolat arbeta hårt.,He has had to work hard.,1186905,"GROUP: 4 # FORM: Infinitiv # FREQ: 10 # NUANCE: Auxiliary verb used to express future intent, necessity, or reported statements. The infinitive form is rarely used except in specific grammatical constructions. # PART: N/A # COLL: Skola vara, skola bli # REG: Formal or archaic # REFL: Nej # ERR: Learners rarely use the infinitive form, as 'ska' or 'skulle' are much more common. "," GROUP: 4 # FORM: Presens # FREQ: 10 # NUANCE: Indicates a planned future action or a strong intention. It can also express a command or a rule. # PART: N/A # COLL: Jag ska gå, vi ska ses, vad ska vi göra # REG: General # REFL: Nej # ERR: Students often confuse 'ska' with 'kommer att'. 'Ska' implies intent or plan, while 'kommer att' implies a prediction. "," GROUP: 4 # FORM: Preteritum # FREQ: 10 # NUANCE: Expresses a conditional wish, a polite request, or a future seen from a past perspective. It often corresponds to 'would' or 'should'. # PART: N/A # COLL: Skulle vilja, skulle kunna, om jag vore du skulle jag # REG: General # REFL: Nej # ERR: Using 'ska' when 'skulle' is required for politeness or hypothetical situations. ", GROUP: 4 # FORM: Supinum # FREQ: 2 # NUANCE: Extremely rare form used to indicate a past obligation or intent that has been completed. # PART: N/A # COLL: Har skolat # REG: Formal or archaic # REFL: Nej # ERR: Almost never used by learners and often replaced by other modal constructions like 'ha varit tvungen att'.
Kelly List,Set 01,0001 to 0050,Noun,En Skola,Barnen går i en skola nära hemmet.,"school, academy, institute",The children go to a school near their home.,"escuela, colegio, instituto",Los niños van a una escuela cerca de casa.,"مدرسه, آموزشگاه, مکتب",بچه‌ها به مدرسه‌ای نزدیک خانه‌شان می‌روند.,"σχολείο, εκπαιδευτήριο, σχολή",Τα παιδιά πηγαίνουν σε ένα σχολείο κοντά στο σπίτι τους.,"шкоλα, навчальний заклад, училище",Діти ходять до школи неподалік від дому.,"школа, училище, гимназия",Дети ходят в школу рядом с домом.,"स्कूल, विद्यालय, पाठशाला",बच्चे घर के पास एक स्कूल में जाते हैं।,"স্কুল, বিদ্যালয়, পাঠশালা",শিশুরা বাড়ির কাছের একটি স্কুলে যায়।,"shkollë, mësimore, institut",Fëmijët shkojnë në një shkollë afër shtëpisë.,"okul, mektep, eğitim kurumu",Çocuklar evlerinin yakınındaki bir okula gidiyorlar.,"sekolah, institusi, akademi",Kanak-kanak itu pergi ke sekolah berhampiran rumah mereka.,"paaralan, eskwelahan, institusyon",Ang mga bata ay pumapasok sa isang paaralan malapit sa bahay.,,,,,,,,,,,,,1186905,"GROUP: N/A # FORM: Singular Indefinite Noun # FREQ: 10 # NUANCE: Refers to an educational institution or the physical building where teaching occurs. It is a general term encompassing various levels from primary to upper secondary education. # PART: N/A # COLL: Gå i skolan, börja skolan, grundskola, gymnasieskola, friskola # REG: General and neutral # REFL: N/A # ERR: Learners often confuse the preposition and say 'gå till skolan' when they mean they are a student (state) rather than just walking to the building (movement). The definite form 'skolan' is also frequently used to refer to the school system in general.",,,
Kelly List,Set 01,0001 to 0050,Pronoun,Jag,Jag är väldigt trött idag.,"I, me, myself",I am very tired today.,"yo, mi, conmigo",Yo estoy muy cansado hoy.,"من, خودم, بنده",من امروز خیلی خسته هستم.,"εγώ, εμένα, ο ίδιος",Είμαι πολύ κουρασμένος σήμερα.,"я, мене, мені",Я сьогодні дуже втомлений.,"я, меня, мне",Я сегодня очень устал.,"मैं, हम, स्वयं",मैं आज बहुत थका हुआ हूँ।,"আমি, আমরা, নিজে",আমি আজ খুব ক্লান্ত।,"unë, mua, vetë",Unë jam shumë i lodhur sot.,"ben, kendim, şahsım",Bugün çok yorgunum.,"saya, aku, hamba",Saya sangat penat hari ini.,"ako, akin, ko",Pagod na pagod ako ngayon.,,,,,,,,,,,,,1070563,"GROUP: N/A # FORM: Pronomen (Subjektsform) # FREQ: 10 # NUANCE: The first-person singular pronoun used to refer to oneself as the subject of a sentence. It is the most fundamental word for expressing personal identity and perspective in Swedish. # PART: N/A # COLL: Jag själv, det är jag, jag med, jag också # REG: Universal register used in all contexts from casual speech to formal writing # REFL: Works with the reflexive pronoun mig (myself) when the subject and object are the same person # ERR: English speakers often capitalize it mid-sentence like the English I but in Swedish it should only be capitalized at the start of a sentence. Students also frequently confuse the subject form jag with the object form mig.",,,
Kelly List,Set 01,0001 to 0050,Prep,Med,Jag dricker te med mjölk.,"with, including, along with",I drink tea with milk.,"con, incluyendo, junto con",Bebo té con leche.,"با, به همراه, همراه با",من چای را با شیر می‌نوشم.,"με, μαζί με, συμπεριλαμβανομένου",Πίνω τσάι με γάλα.,"з, із, разом із",Я п'ю чай з молоком.,"с, со, вместе с",Я пью чай с молоком.,"के साथ, साथ, सहित",मैं दूध के साथ चाय पीता हूँ।,"সাথে, সঙ্গে, সহ",আমি দুধ দিয়ে চা খাই।,"me, bashkë me, përfshirë",Unë pi çaj me qumësht.,"ile, birlikte, beraber",Çayı sütle içerim.,"dengan, bersama, serta",Saya minum teh dengan susu.,"kasama ang, may, kabilang ang",Umiinom ako ng tsaa na may gatas.,,,,,,,,,,,,,1002182,"GROUP: N/A # FORM: 1 # FREQ: 10 # NUANCE: Denotes accompaniment or instrument. It is one of the most common prepositions in Swedish and carries a neutral tone. # PART: N/A # COLL: Vara med, med hjälp av, med flit, i och med # REG: General across all registers # REFL: N/A # ERR: Students often confuse med with vid or per when describing means of transport or duration. They also frequently misuse it when a verb requires a different specific preposition like intresserad av.",,,
Kelly List,Set 01,0001 to 0050,Prep,Med,Jag dricker kaffe med mjölk.,"with, along with, by",I drink coffee with milk.,"con, junto con, por medio de",Tomo café con leche.,"با, به همراه, به وسیله",من قهوه را با شیر می‌نوشم.,"με, μαζί με, μέσω",Πίνω καφέ με γάλα.,"з, разом із, за допомогою",Я п'ю каву з молоком.,"с, вместе с, при помощи",Я пью кофе с молоком.,"साथ, के साथ, के द्वारा",मैं दूध के साथ कॉफी पीता हूँ।,"সাথে, সঙ্গে, দিয়ে",আমি দুধ দিয়ে কফি খাই।,"me, së bashku me, përmes",Unë pi kafe me qumësht.,"ile, birlikte, vasıtasıyla",Sütlü kahve içerim.,"dengan, bersama, secara",Saya minum kopi dengan susu.,"kasama, sa pamamagitan ng, gamit ang",Umiinom ako ng kape na may gatas.,,,,,,,,,,,,,1002182,"GROUP: N/A # FORM: Preposition # FREQ: 10 # NUANCE: Primary preposition indicating accompaniment possession or means. It is extremely versatile and essential for basic and advanced sentence construction. # PART: N/A # COLL: Med bil, med nöje, tillsammans med, prata med # REG: Universal usage across all registers # REFL: N/A # ERR: Learners often use 'med' when 'av' or 'hos' is required or struggle with its placement in phrasal verbs. Many also confuse it with English 'by' when referring to methods of transport.",,,
Kelly List,Set 01,0001 to 0050,Prep,Till,Jag ska gå till affären för att handla mat.,"to, towards, until",I am going to the store to buy some food.,"a, hacia, hasta",Voy a la tienda a comprar comida.,"به, به سمت, تا",من برای خرید غذا به فروشگاه می‌روم.,"προς, σε, μέχρι",Πηγαίνω στο κατάστημα για να αγοράσω τρόφιμα.,"до, в, на","Я йду до магазину, щоб купити їжу.","к, в, до","Я иду в магазин, чтобы купить еду.","को, की ओर, तक",मैं खाना खरीदने के लिए दुकान जा रहा हूँ।,"প্রতি, দিকে, পর্যন্ত",আমি খাবার কিনতে দোকানে যাচ্ছি।,"tek, drejt, gjer",Unë po shkoj në dyqan për të blerë ushqim.,"-e, -a, doğru",Yiyecek almak için mağazaya gidiyorum.,"ke, kepada, sehingga",Saya pergi ke kedai untuk membeli makanan.,"sa, patungo, hanggang",Pupunta ako sa tindahan para bumili ng pagkain.,,,,,,,,,,,,,987570,"GROUP: N/A # FORM: Preposition # FREQ: 10 # NUANCE: Primarily indicates direction or destination toward a place or person. It is also used to express time limits or additions. It is one of the most versatile and common prepositions in Swedish. # PART: N/A # COLL: Till fots, till vänster, till slut, välkommen till # REG: Universal and essential across all registers from casual speech to formal writing # REFL: N/A # ERR: Learners frequently confuse 'till' with 'tillbaka' or use it when 'åt' or 'mot' would be more precise for general direction. Some also struggle with fixed expressions where 'till' is required despite it not being a physical destination.",,,
Kelly List,Set 01,0001 to 0050,Adjective,Liten,Huset är för litet för vår stora familj.,"small, little, tiny",The house is too small for our large family.,"pequeño, chico, menudo",La casa es demasiado pequeña para nuestra gran familia.,"کوچک, خرد, ریز",خانه برای خانواده پرجمعیت ما خیلی کوچک است.,"μικρός, λιλιπούτειος, μικροσκοπικός",Το σπίτι είναι πολύ μικρό για τη μεγάλη οικογένειά μας.,"маленький, малий, крихітний",Будинок занадτο малий для нашої великої родини.,"маленький, малый, крошечный",Дом слишком мал для нашей большой семьи.,"छोटा, नन्हा, अल्प",घर हमारे बड़े परिवार के लिए बहुत छोटा है।,"ছোট, ক্ষুদ্র, নগণ্য",বাড়িটি আমাদের বড় পরিবারের জন্য খুব ছোট।,"i vogël, i pakët, i mprehtë",Shtëpia është shumë e vogλή për familjen tonë të madhe.,"küçük, ufak, minik",Ev geniş ailemiz için çok küçük.,"kecil, halus, kerdil",Rumah itu terlalu kecil untuk keluarga besar kami.,"maliit, munti, bansot",Masyadong maliit ang bahay para sa aming malaking pamilya.,,,,,,,,,,,,,986657,"GROUP: N/A # FORM: 4 # FREQ: 10 # NUANCE: Refers to small size or quantity and is the standard antonym of stor. It is highly irregular in its declension (litet, lilla, små) and its comparative/superlative forms (mindre, minst). # PART: N/A # COLL: En liten stund, små barn, lite grann, för litet # REG: General and informal # REFL: N/A # ERR: Learners often struggle with the irregular declension such as using liten for neuter nouns instead of litet or using it in plural instead of små. There is also confusion between the adjective liten and the adverb lite.",,,
