Source,Subtopic1,Subtopic2,Swedish,SwedishExample,en_Word,en_Example,es_Word,es_Example,fa_Word,fa_Example,el_Word,el_Example,uk_Word,uk_Example,ru_Word,ru_Example,hi_Word,hi_Example,bn_Word,bn_Example,sq_Word,sq_Example,tr_Word,tr_Example,ms_Word,ms_Example,fil_Word,fil_Example
Kelly List,A1,401-500,"att bjuda Imp: bjud, Pr: bjuder, Pa: bjöd, Sup: bjudit",Jag kan bjuda på en kopp kaffe.,"invite, offer, treat",I can offer a cup of coffee.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,"till och med (förk. t.o.m., t o m)",Butiken är öppen till och med klockan åtta ikväll.,"even, including, furthermore",The store is open up to and including eight o'clock tonight.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,"att hävda Imp: hävda, Pr: hävdar, Pa: hävdade, Sup: hävdat",Hon hävdade att hon inte hade sett honom tidigare.,"assert, claim, maintain",She claimed that she had not seen him before.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,"att hamna Imp: hamna, Pr: hamnar, Pa: hamnade, Sup: hamnat",Vi hamnade till slut på en liten restaurang vid havet.,"end up, land, finish",We eventually ended up at a small restaurant by the sea.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,en effekt,Medicinen hade en snabb effekt på hans huvudvärk.,"effect, impact, result",The medicine had a quick effect on his headache.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,en enhet,Denna enhet används för att mäta luftfuktigheten i rummet.,"unit, entity, component",This unit is used to measure the humidity in the room.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,en kontakt,Vi kan hålla kontakten via telefon.,"contact, connection, touch",We can stay in touch via phone.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,ett värde,Huset har ett högt värde på marknaden.,"value, merit, worth",The house has a high value on the market.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,en sats,Hon skrev en lång sats på tavlan.,"clause, sentence, phrase",She wrote a long sentence on the blackboard.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,en medlemsstat,Sverige är en medlemsstat i Europeiska unionen.,"Member state, participant, constituent",Sweden is a member state of the European Union.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,"att hinna Imp: hinn, Pr: hinner, Pa: hann, Sup: hunnit",Jag hinner inte med bussen om jag inte skyndar mig nu.,"reach, achieve, attain",I won't make the bus if I don't hurry up now.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,en sanning,Det är viktigt att alltid tala sanning,"truth, veracity, fact",It is important to always tell the truth,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,en religion,Religion spelar en viktig roll i många människors liv.,"religion, faith, belief",Religion plays an important role in many people's lives.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,en källa,Enligt polisen är källan till informationen trovärdig.,"source, origin, fountain","According to the police, the source of the information is credible.",,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,"att må Imp: må, Pr: mår, Pa: mådde, Sup: mått",Vi ses på måndag!,"may, might, could",See you on Monday!,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,en medborgare,Alla medborgare har rätt att rösta i valet.,"citizen, national, subject",All citizens have the right to vote in the election.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,ungdom,Många ungdomar spenderar mycket tid vid sina datorer.,"youth, adolescence, teenager",Many young people spend a lot of time at their computers.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,"att släppa Imp: släpp, Pr: släpper, Pa: släppte, Sup: släppt",Kan du släppa taget om min hand?,"release, let go, drop",Can you let go of my hand?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,ett drag,Kan du hjälpa mig att dra bordet till andra sidan rummet?,"pull, tug, draw",Can you help me pull the table to the other side of the room?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,en verklighet,Ibland är det svårt att skilja på dröm och verklighet.,"reality, actuality, existence",Sometimes it is hard to distinguish between dream and reality.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,en tillgång,Alla har rätt till tillgång till rent vatten.,"access, availability, resource",Everyone has the right to access to clean water.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,nödvändig,Det är nödvändigt att sova tillräckligt för att må bra.,"necessary, essential, vital",It is necessary to get enough sleep to feel good.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,full,Bussen var helt full med folk.,"full, complete, entire",The bus was completely full of people.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,"att passa Imp: passa, Pr: passar, Pa: passade, Sup: passat",Det passar mig utmärkt att vi ses klockan tre.,"fit, suit, match",It suits me perfectly that we meet at three o'clock.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,lokal,Vi läste nyheterna i vår lokala tidning.,"local, regional, nearby",We read the news in our local newspaper.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,ytterligare,Vi behöver ytterligare information för att lösa problemet.,"further, additional, more",We need additional information to solve the problem.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,"att öppna Imp: öppna, Pr: öppnar, Pa: öppnade, Sup: öppnat",Kan du vara snäll och öppna fönstret?,"open, unlock, unseal",Could you please open the window?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,"att införa Imp: inför, Pr: inför, Pa: införde, Sup: infört",Regeringen planerar att införa en ny lag nästa år.,"introduce, establish, institute",The government plans to introduce a new law next year.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,en ledare,Han är en naturlig ledare för sitt team.,"leader, director, guide",He is a natural leader for his team.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,en mamma,Min mamma arbetar som lärare.,"mom, mother, mommy",My mom works as a teacher.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,ett sammanhang,Det är viktigt att se ordet i sitt sammanhang.,"context, coherence, relation",It is important to see the word in its context.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,en svensk,Jag pratar svenska med mina vänner.,"Swede, Scandinavian, Nordic",I speak Swedish with my friends.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,hemma,Jag är hemma nu.,"home, indoors, inside",I am home now.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,en produkt,Företaget lanserade en ny produkt på marknaden igår.,"product, item, commodity",The company launched a new product on the market yesterday.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,därefter,Vi åt middag och därefter gick vi på bio.,"thereafter, afterwards, subsequently",We had dinner and after that we went to the cinema.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,efter,Vi ses efter skolan.,"after, behind, following",See you after school.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,en tro,Jag tror på dig.,"belief, faith, trust",I believe in you.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,en match,Matchen börjar klockan sju ikväll.,"match, game, contest",The match starts at seven tonight.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,alldeles,Det är alldeles för kallt ute idag.,"completely, totally, entirely",It is way too cold outside today.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,lätt,Det är lätt att lära sig svenska.,"easily, effortlessly, simply",It is easy to learn Swedish.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,sann,Är det verkligen sant att du ska flytta?,"true, real, genuine",Is it really true that you are going to move?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,en erfarenhet,Hon har lång erfarenhet av att arbeta som lärare.,"experience, knowledge, background",She has long experience of working as a teacher.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,kritik,Han fick mycket kritik för sitt beslut.,"criticism, critique, review",He received a lot of criticism for his decision.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,en jude,Han är en jude som bor i Stockholm.,"Jew, Hebrew, Israelite",He is a Jew who lives in Stockholm.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att erbjuda Imp: erbjud, Pr: erbjuder, Pa: erbjöd, Sup: erbjudit",Kan jag erbjuda dig en kopp kaffe?,"offer, provide, supply",Can I offer you a cup of coffee?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,en period,Vi har haft en lugn period på jobbet nu under sommaren.,"period, era, time",We have had a quiet period at work now during the summer.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,modern,Det här är en mycket modern lägenhet.,"modern, contemporary, current",This is a very modern apartment.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,en elev,Hon är en duktig elev i skolan.,"pupil, student, learner",She is a talented student in school.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,en utredning,Polisen har inlett en utredning om stölden.,"investigation, inquiry, examination",The police have launched an investigation into the theft.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att ingå Imp: ingå, Pr: ingår, Pa: ingick, Sup: ingått",Moms och serviceavgifter ingår i priset.,"include, comprise, contain",Taxes and service charges are included in the price.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,en kung,Kungen höll ett tal till folket.,"king, monarch, ruler",The king gave a speech to the people.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att bestå Imp: bestå, Pr: består, Pa: bestod, Sup: bestått",Provet kommer att bestå av tre delar.,"consist, comprise, compose",The exam will consist of three parts.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,en katt,Min katt gillar att sova i soffan.,"cat, feline, kitty",My cat likes to sleep on the sofa.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att konstatera Imp: konstatera, Pr: konstaterar, Pa: konstaterade, Sup: konstaterat",Polisen kunde bara konstatera att dörren var omöjlig att bryta upp.,"state, note, observe",The police could only state that the door was impossible to break open.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,klart,Jag måste se till att allt är klart inför resan.,"clearly, obviously, certainly",I need to make sure that everything is ready for the trip.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att styra Imp: styr, Pr: styr, Pa: styrde, Sup: styrt",Hon lyckades styra bilen genom den trånga gränden.,"steer, guide, control",She managed to steer the car through the narrow alley.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att förlora Imp: förlora, Pr: förlorar, Pa: förlorade, Sup: förlorat",De vill inte förlora matchen.,"lose, forfeit, mislay",They do not want to lose the match.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,vit,Huset är målat i en vit färg.,"white, pale, snowy",The house is painted in a white color.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,en klocka,Vad är klockan?,"clock, watch, timepiece",What time is it?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att påstå Imp: påstå, Pr: påstår, Pa: påstod, Sup: påstått",Han påstår att han inte visste någonting om händelsen.,"claim, assert, allege",He claims that he didn't know anything about the incident.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att besluta Imp: beslut, Pr: beslutar, Pa: beslutade, Sup: beslutat",Vi måste besluta om vi ska åka nu eller senare.,"decide, determine, resolve",We must decide whether to go now or later.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att avse Imp: avse, Pr: avser, Pa: avsåg, Sup: avsett",Vad avser du att göra med informationen?,"intend, plan, mean",What do you intend to do with the information?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,privat,Jag vill ringa ett privat samtal.,"private, personal, individual",I want to make a private call.,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,
Kelly List,A1,501-600,ett steg,Vi tar ett steg i taget för att nå vårt mål.,"step, pace, stride",We take one step at a time to reach our goal.,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,
Kelly List,A1,501-600,en art,Konst är ett sätt att uttrycka känslor på.,"species, kind, type",Art is a way to express emotions.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att stödja Imp: stöd, Pr: stöder, Pa: stödde, Sup: stött",Vi måste stödja de lokala företagen.,"support, assist, aid",We must support the local businesses.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,en plan,Vi har en bra plan för vår resa till Stockholm.,"plan, design, scheme",We have a good plan for our trip to Stockholm.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,en resa,Jag ska resa till Stockholm nästa vecka.,"trip, journey, voyage",I am going to travel to Stockholm next week.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,utom,Alla var där utom jag.,"except, besides, excluding",Everyone was there except me.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,syn,Han har mycket god syn trots sin höga ålder.,"vision, sight, eyesight",He has very good vision despite his advanced age.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att glömma Imp: glöm, Pr: glömmer, Pa: glömde, Sup: glömt",Jag glömde mina nycklar hemma.,"forget, overlook, neglect",I forgot my keys at home.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,ett avtal,Vi har skrivit under ett nytt avtal.,"agreement, contract, treaty",We have signed a new agreement.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,en lek,Barnen leker i parken varje eftermiddag.,"play, game, sport",The children play in the park every afternoon.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,en natt,Det är kallt ute i natt.,"night, nighttime, dark",It is cold outside tonight.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att förändra Imp: förändra, Pr: förändrar, Pa: förändrade, Sup: förändrat",Vi måste förändra vårt sätt att arbeta.,"change, alter, modify",We must change our way of working.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att ange Imp: ange, Pr: anger, Pa: angav, Sup: angett",Vänligen ange ditt namn och adress.,"specify, state, indicate",Please state your name and address.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att älska Imp: älska, Pr: älskar, Pa: älskade, Sup: älskat",Jag älskar att läsa böcker på kvällen.,"love, adore, cherish",I love reading books in the evening.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,motion,Riksdagsledamoten lade fram en motion om bättre kollektivtrafik.,"exercise, movement, activity",The member of parliament submitted a motion for better public transport.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,ned,Han tittade ned på sina fötter.,"down, downwards, downward",He looked down at his feet.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,en miljö,Vi måste arbeta tillsammans för att skydda vår miljö.,"environment, surroundings, setting",We must work together to protect our environment.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,åtminstone,Det kommer att ta åtminstone två timmar att köra dit.,"at least, anyway, regardless",It will take at least two hours to drive there.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att presentera Imp: presentera, Pr: presenterar, Pa: presenterade, Sup: presenterat",Hon kommer att presentera sin forskning på konferensen imorgon.,"present, introduce, show",She will present her research at the conference tomorrow.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att stanna Imp: stanna, Pr: stannar, Pa: stannade, Sup: stannat",Vi stannar hemma ikväll.,"stay, stop, remain",We are staying home tonight.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att byta Imp: byt, Pr: byter, Pa: bytte, Sup: bytt",Jag behöver byta däck på min bil.,"change, swap, switch",I need to change the tires on my car.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,en minut,Kan du vänta en minut?,"minute, moment, second",Can you wait a minute?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,ingenting,Jag ser ingenting på skärmen.,"nothing, naught, nil",I see nothing on the screen.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att uppleva Imp: upplev, Pr: upplever, Pa: upplevde, Sup: upplevt",Jag vill uppleva norrsken i vinter.,"experience, undergo, feel",I want to experience the northern lights this winter.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att samla Imp: samla, Pr: samlar, Pa: samlade, Sup: samlat",Han gillar att samla på frimärken.,"collect, gather, accumulate",He likes to collect stamps.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,svart,Hon har en svart katt som heter Sot.,"black, dark, ebony",She has a black cat named Sot.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,en bakgrund,Hon berättade om sin bakgrund och sin uppväxt.,"background, setting, context",She talked about her background and her upbringing.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,en ö,Gotland är en stor ö i Östersjön.,"island, isle, islet",Gotland is a large island in the Baltic Sea.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,kärlek,Kärlek är det viktigaste som finns i livet.,"love, affection, passion",Love is the most important thing in life.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,en metod,Vi provade en ny metod för att lösa problemet.,"method, approach, technique",We tried a new method to solve the problem.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,äldre,Min äldre bror bor i Stockholm.,"older, senior, elderly",My older brother lives in Stockholm.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,säker,Är du helt säker på det?,"safe, secure, certain",Are you absolutely sure about 그hat?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,en insats,Hans stora insats för projektet uppskattades av alla.,"effort, contribution, input",His great contribution to the project was appreciated by everyone.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,tysk,Min lärare i skolan är tysk.,"German, Teutonic, Germanic",My teacher at school is German.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,en kontroll,Piloten har full kontroll över flygplanet.,"control, check, inspection",The pilot has full control over the airplane.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att lösa Imp: lös, Pr: löser, Pa: löste, Sup: löst",Kan du hjälpa mig att lösa det här problemet?,"solve, resolve, fix",Can you help me solve this problem?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att kolla Imp: kolla, Pr: kollar, Pa: kollade, Sup: kollat",Kan du kolla om dörren är låst?,"check, verify, inspect",Can you check if the door is locked?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att fylla Imp: fyll, Pr: fyller, Pa: fyllde, Sup: fyllt",Han fyllde glaset med vatten.,"fill, occupy, stock",He filled the glass with water.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,en bestämmelse,Enligt den nya bestämmelsen är det förbjudet att parkera här.,"provision, regulation, rule","According to the new regulation, it is forbidden to park here.",,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,ris,Jag gillar att äta ris till middag.,"rice, grain, cereal",I like to eat rice for dinner.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att drabba Imp: drabba, Pr: drabbar, Pa: drabbade, Sup: drabbat",Många familjer drabbades hårt av den ekonomiska krisen.,"affect, strike, hit",Many families were hit hard by the economic crisis.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,ett nät,Fiskaren lade ut sitt nät i sjön.,"net, mesh, web",The fisherman put out his net in the lake.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,en resurs,Vi måste använda våra resurser på ett effektivt sätt.,"resource, asset, supply",We must use our resources in an efficient way.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att fara Imp: far, Pr: far, Pa: for, Sup: farit",Det finns en stor fara med att köra för fort på hala vägar.,"travel, journey, trip",There is a great danger in driving too fast on slippery roads.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att tjäna Imp: tjäna, Pr: tjänar, Pa: tjänade, Sup: tjänat",Han tjänar mycket pengar på sitt nya jobb.,"earn, deserve, merit",He earns a lot of money at his new job.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,ett argument,Han presenterade ett starkt argument för sin sak.,"argument, reason, claim",He presented a strong argument for his case.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att behandla Imp: behandla, Pr: behandlar, Pa: behandlade, Sup: behandlat",Läkaren vet hur man ska behandla sjukdomen.,"treat, handle, process",The doctor knows how to treat the illness.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,ren,Luften är frisk och ren efter regnet.,"clean, pure, spotless",The air is fresh and clean after the rain.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,en fru,Min fru arbetar som läkare.,"wife, spouse, consort",My wife works as a doctor.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,sjuk,Jag är sjuk idag och kan inte komma till jobbet.,"sick, ill, unwell",I am sick today and cannot come to work.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,våld,Polisen arbetar hårt för att minska våldet i samhället.,"violence, force, brutality",The police are working hard to reduce violence in society.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att utföra Imp: utför, Pr: utför, Pa: utförde, Sup: utfört",Hon utförde uppgiften med stor noggrannhet.,"perform, execute, carry out",She performed the task with great accuracy.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,en ställning,Han klättrade upp på en hög ställning för att måla huset.,"position, posture, stance",He climbed up on a high scaffolding to paint the house.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,främst,Det här är främst ett problem för de äldre generationerna.,"mainly, primarily, chiefly",This is primarily a problem for the older generations.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att räcka Imp: räck, Pr: räcker, Pa: räckte, Sup: räckt",Pengarna kommer inte att räcka till hyran den här månaden.,"suffice, enough, adequate",The money will not be enough for the rent this month.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,bättre,Det känns mycket bättre idag än igår.,"better, superior, improved",It feels much better today than yesterday.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att fundera Imp: fundera, Pr: funderar, Pa: funderade, Sup: funderat",Jag behöver fundera på saken innan jag bestämmer mig.,"ponder, contemplate, reflect",I need to think about the matter before I decide.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,en sommar,Vi åker till landet varje sommar.,"summer, summertime, midsummer",We go to the countryside every summer.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,en rörelse,Regelbunden rörelse är viktigt för hälsan.,"movement, motion, exercise",Regular movement is important for your health.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,en kund,Vi hjälper gärna vår nästa kund.,"customer, client, patron",We are happy to help our next customer.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,ett villkor,Hon läste igenom alla villkor innan hon skrev under avtalet.,"condition, requirement, term",She read through all the terms and conditions before signing the agreement.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,högt,Han talade så högt att alla i rummet hörde honom.,"loudly, noisily, audibly",He spoke so loudly that everyone in the room heard him.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,en president,Vem är landets president?,"president, leader, chief",Who is the country's president?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att uppstå Imp: uppstå, Pr: uppstår, Pa: uppstod, Sup: uppstått",Problem kan uppstå om vi inte planerar noga.,"arise, emerge, occur",Problems can arise if we do not plan carefully.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att acceptera Imp: acceptera, Pr: accepterar, Pa: accepterade, Sup: accepterat",Jag kan inte acceptera ditt erbjudande.,"accept, agree, approve",I cannot accept your offer.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,ett huvud,Han har ont i sitt huvud.,"head, chief, leader",He has a pain in his head.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,ett sök,Jag ska sök efter information på nätet.,"search, hunt, quest",I will search for information on the internet.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,framför,Hunden ligger och sover framför soffan.,"before, front, ahead",The dog is sleeping in front of the sofa.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att bilda Imp: bilda, Pr: bildar, Pa: bildade, Sup: bildat",De planerar att bilda en ny förening.,"form, create, establish",They are planning to form a new association.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,en ande,Huset kändes som om en ande fortfarande dröjde kvar i rummen.,"spirit, ghost, soul",The house felt as if a spirit still lingered in the rooms.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,"att försvinna Imp: försvinn, Pr: försvinner, Pa: försvann, Sup: försvunnit",Solen försvann bakom molnen.,"disappear, vanish, fade",The sun disappeared behind the clouds.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,ett fel,Det är inget fel på den här datorn.,"mistake, error, fault",There is nothing wrong with this computer.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,ett innehåll,Tidningen har ett intressant innehåll.,"content, substance, capacity",The magazine has interesting content.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,natur,Vi tycker om att gå långa promenader i naturen.,"nature, wildlife, wilderness",We enjoy taking long walks in nature.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,för att,Hon sprang till bussen för att inte komma för sent.,"because, since, as",She ran to the bus in order not to be late.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,en konflikt,De försökte lösa sin konflikt genom att prata med varandra.,"conflict, dispute, struggle",They tried to resolve their conflict by talking to each other.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,501-600,tack,Tack så mycket för hjälpen.,"thanks, gratitude, appreciation",Thank you very much for the help.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,601-700,ett djur,Hunden är ett troget djur.,"animal, creature, beast",The dog is a faithful animal.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,601-700,samtidigt som,Hon läste en bok samtidigt som hon lyssnade på musik.,"while, simultaneously, concurrently",She read a book while listening to music.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,601-700,fel,Det var mitt fel att vi kom för sent.,"wrong, incorrect, erroneous",It was my fault that we were late.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,601-700,ett läge,Vi befinner oss i ett svårt läge just nu.,"position, location, situation",We are in a difficult situation right now.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,601-700,"att sprida Imp: sprid, Pr: sprider, Pa: spridde/spred, Sup: spritt/spridit",Ryktet började sprida sig i hela staden.,"spread, scatter, disperse",The rumor began to spread throughout the city.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,601-700,en växt,Det växer en vacker växt i fönstret.,"plant, herb, vegetation",A beautiful plant is growing in the window.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,601-700,förutom,Alla förutom jag var där.,"besides, except, apart from",Everyone except me was there.,,,,,,,,,,,,,,,,,,,,,,
